Wall time,Step,Value
1660003270.0581963,49152,162.94000244140625
1660003358.6445503,98304,176.3300018310547
1660003402.845411,122880,176.3300018310547
1660003417.622173,131072,176.3300018310547
1660003462.1727602,155648,176.3300018310547
1660003550.8291125,204800,176.3300018310547
1660003726.525557,303104,176.3300018310547
1660003785.2750185,335872,176.3300018310547
1660003814.7495236,352256,176.3300018310547
1660003844.1555164,368640,176.3300018310547
1660003858.6428852,376832,176.3300018310547
1660003888.0027485,393216,176.3300018310547
1660003975.9848886,442368,176.3300018310547
1660003990.6996515,450560,176.3300018310547
1660004005.3825884,458752,176.3300018310547
1660004019.9959447,466944,176.3300018310547
1660004152.1202364,540672,176.3300018310547
1660004195.9856927,565248,176.3300018310547
1660004239.9872415,589824,176.3300018310547
1660004254.7071388,598016,176.3300018310547
1660004269.3349836,606208,176.3300018310547
1660004284.0289898,614400,176.3300018310547
1660004357.6682148,655360,176.3300018310547
1660004475.422879,720896,176.3300018310547
1660004490.1883006,729088,176.3300018310547
1660004577.532104,778240,176.3300018310547
1660004694.6995807,843776,176.3300018310547
1660004738.7009733,868352,176.3300018310547
1660004753.309672,876544,176.3300018310547
1660004856.4221523,933888,176.3300018310547
1660004929.5347888,974848,176.3300018310547
1660005046.715467,1040384,176.3300018310547
1660005090.589813,1064960,176.3300018310547
1660005105.0258567,1073152,176.3300018310547
1660005236.522564,1146880,176.3300018310547
1660005265.6517875,1163264,176.3300018310547
1660005280.278518,1171456,176.3300018310547
1660005294.970177,1179648,176.3300018310547
1660005398.3396366,1236992,176.3300018310547
1660005471.3525612,1277952,176.3300018310547
1660005500.7140582,1294336,176.3300018310547
1660005515.3279588,1302528,176.3300018310547
1660005574.0707078,1335296,176.3300018310547
1660005647.0862746,1376256,176.3300018310547
1660005661.5873406,1384448,176.3300018310547
1660005705.758406,1409024,176.3300018310547
1660005794.0883234,1458176,176.3300018310547
1660005808.8762639,1466368,176.3300018310547
1660005838.0435638,1482752,176.3300018310547
1660005882.0021412,1507328,176.3300018310547
1660005911.325494,1523712,176.3300018310547
1660005925.903357,1531904,176.3300018310547
1660005955.3332887,1548288,176.3300018310547
1660005984.5568597,1564672,176.3300018310547
1660005999.2273126,1572864,176.3300018310547
1660006102.640576,1630208,4140.97998046875
1660006221.4421124,1695744,4328.669921875
1660006236.2154324,1703936,6395.64990234375
1660006251.0492833,1712128,4480.2900390625
1660006311.1055954,1744896,178.6999969482422
1660006461.593903,1826816,128.67999267578125
1660006476.7086122,1835008,165.61000061035156
1660006506.9671671,1851392,168.05999755859375
1660006567.2650394,1884160,236.25999450683594
1660006612.607921,1908736,182.8300018310547
1660006627.6693552,1916928,164.8699951171875
1660006642.7597165,1925120,201.9199981689453
1660006687.8187256,1949696,251.8800048828125
1660006868.3948817,2048000,307.29998779296875
1660006958.8031898,2097152,341.95001220703125
1660007003.9231312,2121728,389.510009765625
1660007034.0496743,2138112,484.8800048828125
1660007049.3504617,2146304,521.280029296875
1660007079.640743,2162688,464.94000244140625
1660007140.297369,2195456,438.0799865722656
1660007200.5720105,2228224,347.7799987792969
1660007230.747023,2244608,417.6000061035156
1660007306.3171895,2285568,438.7900085449219
1660007516.0664914,2400256,691.2999877929688
1660007591.363726,2441216,332.54998779296875
1660007606.368781,2449408,371.07000732421875
1660007666.4344356,2482176,451.4200134277344
1660007681.2608566,2490368,434.42999267578125
1660007741.3699489,2523136,531.7000122070312
1660007756.2680032,2531328,539.6099853515625
1660007786.0363593,2547712,511.4599914550781
1660007831.0537715,2572288,425.1199951171875
1660007906.124598,2613248,369.3599853515625
1660007921.1780264,2621440,411.45001220703125
1660007936.2473333,2629632,453.0899963378906
1660008011.1210794,2670592,563.8200073242188
1660008026.5088658,2678784,564.22998046875
1660008041.5517411,2686976,586.3900146484375
1660008086.6571672,2711552,629.47998046875
1660008222.5023828,2785280,532.3099975585938
1660008252.48978,2801664,632.989990234375
1660008342.554691,2850816,548.3099975585938
1660008432.9664204,2899968,615.47998046875
1660008448.0892277,2908160,641.489990234375
1660008538.4315948,2957312,687.1699829101562
1660008583.8299215,2981888,723.47998046875
1660008643.861311,3014656,352.8800048828125
1660008704.1255653,3047424,458.29998779296875
1660008734.3412507,3063808,502.07000732421875
1660008794.1488166,3096576,561.2100219726562
1660008809.1014402,3104768,600.969970703125
1660008824.1322212,3112960,606.0399780273438
1660008854.2805917,3129344,572.0
1660008929.4999197,3170304,583.22998046875
1660009004.3755612,3211264,580.8900146484375
1660009019.1490762,3219456,623.1099853515625
1660009259.3955855,3350528,398.92999267578125
1660009364.4288445,3407872,521.739990234375
1660009454.6866353,3457024,842.4500122070312
1660009469.7741382,3465216,914.760009765625
1660009499.912545,3481600,1007.739990234375
1660009529.9697683,3497984,1195.9000244140625
1660009590.0152571,3530752,1515.300048828125
1660009724.944903,3604480,1566.050048828125
1660009755.0605981,3620864,1555.93994140625
1660009770.0914397,3629056,1535.260009765625
1660009815.231704,3653632,1202.8299560546875
1660009905.6350188,3702784,1026.550048828125
1660010025.564615,3768320,966.3900146484375
1660010040.6308322,3776512,919.0700073242188
1660010085.4964423,3801088,604.5999755859375
1660010100.5105398,3809280,567.4600219726562
1660010235.1740992,3883008,746.1599731445312
1660010250.030696,3891200,789.6099853515625
1660010414.3926198,3981312,1251.4100341796875
1660010459.2160244,4005888,1381.2900390625
